Description,Transaction Date,Transaction Time,Tax Type,Transaction Type,Refund Type,Product Title,Product id,Product Type,Sku Id,Hardware,Buyer Country,Buyer State,Buyer Postal Code,Buyer Currency,Amount (Buyer Currency),Currency Conversion Rate,Merchant Currency,Amount (Merchant Currency)
GPA.3304-7443-9895-25973,"Jun 30, 2021",5:54:26 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,starqltesq,US,OR,97444,USD,-1.65,0.8433,EUR,-1.39
GPA.3314-6092-5821-22887,"Jun 30, 2021",6:01:12 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,OR,97141,USD,5.49,0.8435,EUR,4.63
GPA.3314-6092-5821-22887,"Jun 30, 2021",6:01:12 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,y2q,US,OR,97141,USD,-1.65,0.8435,EUR,-1.39
GPA.3328-2044-0801-07290,"Jun 30, 2021",7:25:49 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,ID,83651,USD,5.49,0.8439,EUR,4.63
GPA.3328-2044-0801-07290,"Jun 30, 2021",7:25:49 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,beyond1q,US,ID,83651,USD,-1.65,0.8439,EUR,-1.39
GPA.3379-9639-0965-92167,"Jun 30, 2021",7:42:53 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,E6910,US,AZ,86409,USD,5.49,0.8439,EUR,4.63
GPA.3379-9639-0965-92167,"Jun 30, 2021",7:42:53 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,E6910,US,AZ,86409,USD,-1.65,0.8439,EUR,-1.39
GPA.3384-0493-9444-32509,"Jun 30, 2021",7:49:11 PM PDT,,Charge,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mid1035_mq,US,TX,79912,USD,3.49,0.8439,EUR,2.95
GPA.3384-0493-9444-32509,"Jun 30, 2021",7:49:11 PM PDT,,Google fee,,DM Tools (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,premium,mid1035_mq,US,TX,79912,USD,-1.05,0.8439,EUR,-0.89
GPA.3316-3993-2628-79050,"Jun 30, 2021",7:51:08 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mid1035_mq,US,TX,79912,USD,5.49,0.8439,EUR,4.63
GPA.3316-3993-2628-79050,"Jun 30, 2021",7:51:08 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,mid1035_mq,US,TX,79912,USD,-1.65,0.8439,EUR,-1.39
GPA.3357-4695-4909-53347,"Jun 30, 2021",10:05:12 PM PDT,,Charge,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dream2qltesq,US,PA,18705,USD,5.49,0.8439,EUR,4.63
GPA.3357-4695-4909-53347,"Jun 30, 2021",10:05:12 PM PDT,,Google fee,,Character Manager (Complete Reference for DnD 5),com.vansteinengroentjes.apps.ddfive,1,unlockcharactermanager,dream2qltesq,US,PA,18705,USD,-1.65,0.8439,EUR,-1.39
